,statefips,statename,stateabbrev,state_pop2019,year,month,day,case_count,death_count,test_count,case_rate,death_rate,test_rate,new_positives_rate,new_case_rate,new_death_rate,new_test_rate,new_case_count,new_death_count,new_test_count,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home
0,1,Alabama,AL,4903185,2020,2,24,0,0,.,0.0,0.0,.,.,0,0,.,0,0,.,0.00286,-0.0071400000000000005,.0557,.06,0.0129,0.00857,-0.00798
1,1,Alabama,AL,4903185,2020,2,25,0,0,.,0.0,0.0,.,.,0,0,.,0,0,.,0.0186,0.00143,.11,.0714,0.01,0.00571,-0.00519
2,1,Alabama,AL,4903185,2020,2,26,0,0,.,0.0,0.0,.,.,0,0,.,0,0,.,0.0357,0.0071400000000000005,.111,.0814,0.00857,0.0042899999999999995,-0.00359
3,1,Alabama,AL,4903185,2020,2,27,0,0,.,0.0,0.0,.,.,0,0,.,0,0,.,0.0629,0.0243,.167,.0957,0.0114,-0.00143,0.00216
4,1,Alabama,AL,4903185,2020,2,28,0,0,.,0.0,0.0,.,.,0,0,.,0,0,.,0.0757,0.0329,.179,.0971,0.0114,-0.00286,0.0035399999999999997
5,1,Alabama,AL,4903185,2020,2,29,0,0,.,0.0,0.0,.,.,0,0,.,0,0,.,0.09,0.0414,.191,.107,0.01,-0.00571,0.00855
6,1,Alabama,AL,4903185,2020,3,1,0,0,.,0.0,0.0,.,.,0,0,.,0,0,.,0.109,0.0529,.233,.114,0.0129,-0.00857,0.0144
7,1,Alabama,AL,4903185,2020,3,2,0,0,.,0.0,0.0,.,.,0,0,.,0,0,.,0.12300000000000001,0.0629,.249,.119,0.0186,-0.0114,0.0177
8,1,Alabama,AL,4903185,2020,3,3,0,0,.,0.0,0.0,.,.,0,0,.,0,0,.,0.141,0.08,.257,.116,0.0229,-0.0129,0.0191
9,1,Alabama,AL,4903185,2020,3,4,0,0,.,0.0,0.0,.,.,0,0,.,0,0,.,0.129,0.0729,.236,.103,0.0229,-0.01,0.0159
10,1,Alabama,AL,4903185,2020,3,5,0,0,.,0.0,0.0,.,.,0,0,.,0,0,.,0.121,0.0729,.216,.0957,0.0229,-0.0071400000000000005,0.0131
11,1,Alabama,AL,4903185,2020,3,6,0,0,.,0.0,0.0,.,.,0,0,.,0,0,.,0.11699999999999999,0.07,.229,.0957,0.0243,-0.0071400000000000005,0.0131
12,1,Alabama,AL,4903185,2020,3,7,0,0,0,0.0,0.0,0,.,0,0,.,0,0,.,0.113,0.0671,.24,.0929,0.0271,-0.00571,0.0106
13,1,Alabama,AL,4903185,2020,3,8,0,0,0,0.0,0.0,0,.,0,0,.,0,0,.,0.107,0.0643,.243,.0914,0.0257,-0.0042899999999999995,0.007659999999999999
14,1,Alabama,AL,4903185,2020,3,9,0,0,0,0.0,0.0,0,.,0,0,.,0,0,.,0.11,0.07,.31,.0971,0.0257,-0.00571,0.00935
15,1,Alabama,AL,4903185,2020,3,10,0,0,0,0.0,0.0,0,.,0,0,.,0,0,.,0.0943,0.06,.293,.0957,0.0243,-0.0042899999999999995,0.00796
16,1,Alabama,AL,4903185,2020,3,11,0,0,10,0.0,0.0,.204,0,0,0,.,0,0,.,0.0986,0.0714,.343,.103,0.0257,-0.0071400000000000005,0.0112
17,1,Alabama,AL,4903185,2020,3,12,0,0,10,0.0,0.0,.204,.,0,0,.,0,0,.,0.10300000000000001,0.0943,.404,.109,0.0243,-0.01,0.013999999999999999
18,1,Alabama,AL,4903185,2020,3,13,6,0,12,0.122,0.0,.245,3,.0175,0,.,1,0,.,0.1,0.134,.4,.104,0.0186,-0.00857,0.0126
19,1,Alabama,AL,4903185,2020,3,14,12,0,28,0.245,0.0,.571,.375,.035,0,.0816,2,0,4,0.0843,0.163,.389,.0957,0.0143,-0.00571,0.007640000000000001
20,1,Alabama,AL,4903185,2020,3,15,23,0,40,0.469,0.0,.816,.917,.067,0,.117,3,0,6,0.0571,0.174,.333,.0757,0.0042899999999999995,-0.00143,-0.00108
21,1,Alabama,AL,4903185,2020,3,16,29,0,56,0.591,0.0,1.14,.375,.0845,0,.163,4,0,8,0.04,0.19699999999999998,.3,.0657,-0.0129,0.00571,-0.00955
22,1,Alabama,AL,4903185,2020,3,17,39,0,64,0.795,0.0,1.31,1.25,.114,0,.186,6,0,9,0.0114,0.21,.306,.0586,-0.0386,0.0157,-0.0193
23,1,Alabama,AL,4903185,2020,3,18,51,0,74,1.04,0.0,1.51,1.2,.149,0,.186,7,0,9,-0.0214,0.217,.323,.0443,-0.0714,0.0286,-0.0337
24,1,Alabama,AL,4903185,2020,3,19,78,0,96,1.59,0.0,1.96,1.23,.227,0,.251,11,0,12,-0.0643,0.207,.3,.0214,-0.109,0.0443,-0.0495
25,1,Alabama,AL,4903185,2020,3,20,106,0,109,2.16,0.0,2.22,2.15,.291,0,.283,14,0,14,-0.113,0.17600000000000002,.273,-.00857,-0.147,0.0643,-0.0689
26,1,Alabama,AL,4903185,2020,3,21,131,0,152,2.67,0.0,3.1,.581,.347,0,.361,17,0,18,-0.16399999999999998,0.14300000000000002,.209,-.0443,-0.17600000000000002,0.0757,-0.0889
27,1,Alabama,AL,4903185,2020,3,22,157,0,1602,3.2,0.0,32.7,.0179,.39,0,4.55,19,0,223,-0.21100000000000002,0.11,.189,-.0843,-0.209,0.0857,-0.109
28,1,Alabama,AL,4903185,2020,3,23,196,0,1832,4.0,0.0,37.4,.17,.487,0,5.17,24,0,254,-0.256,0.0671,.141,-.119,-0.24100000000000002,0.1,-0.126
29,1,Alabama,AL,4903185,2020,3,24,242,0,2321,4.94,0.0,47.3,.0941,.591,0,6.58,29,0,322,-0.28600000000000003,0.0357,.111,-.143,-0.266,0.111,-0.13699999999999998
30,1,Alabama,AL,4903185,2020,3,25,386,1,2812,7.87,0.0204,57.4,.293,.976,.00291,7.98,48,0,391,-0.307,0.0114,.107,-.16,-0.28600000000000003,0.11900000000000001,-0.145
31,1,Alabama,AL,4903185,2020,3,26,538,3,4099,11.0,0.0612,83.6,.118,1.34,.00874,11.7,66,0,572,-0.321,-0.0143,.114,-.176,-0.301,0.124,-0.151
32,1,Alabama,AL,4903185,2020,3,27,639,4,4771,13.0,0.0816,97.3,.15,1.55,.0117,13.6,76,1,666,-0.326,-0.0314,.147,-.19,-0.313,0.127,-0.154
33,1,Alabama,AL,4903185,2020,3,28,720,4,4880,14.7,0.0816,99.5,.743,1.72,.0117,13.8,84,1,675,-0.327,-0.0414,.164,-.207,-0.321,0.129,-0.156
34,1,Alabama,AL,4903185,2020,3,29,830,5,4990,16.9,0.102,102,1,1.96,.0146,9.87,96,1,484,-0.32899999999999996,-0.05,.189,-.219,-0.32899999999999996,0.129,-0.156
35,1,Alabama,AL,4903185,2020,3,30,947,11,6553,19.3,0.22399999999999998,134,.0749,2.19,.032,13.8,107,2,674,-0.32899999999999996,-0.0557,.219,-.223,-0.336,0.129,-0.156
36,1,Alabama,AL,4903185,2020,3,31,999,14,7279,20.4,0.28600000000000003,148,.0716,2.21,.0408,14.4,108,2,708,-0.33399999999999996,-0.0643,.18,-.234,-0.344,0.131,-0.159
37,1,Alabama,AL,4903185,2020,4,1,1108,28,7774,22.6,0.5710000000000001,159,.22,2.1,.0787,14.5,103,4,709,-0.33,-0.0514,.156,-.241,-0.349,0.133,-0.161
38,1,Alabama,AL,4903185,2020,4,2,1270,32,8736,25.9,0.653,178,.168,2.13,.0845,13.5,105,4,662,-0.33299999999999996,-0.0429,.127,-.25,-0.353,0.136,-0.16399999999999998
39,1,Alabama,AL,4903185,2020,4,3,1535,38,9619,31.3,0.775,196,.3,2.61,.0991,14.1,128,5,693,-0.331,-0.0229,.109,-.257,-0.35700000000000004,0.136,-0.16399999999999998
40,1,Alabama,AL,4903185,2020,4,4,1632,44,10853,33.3,0.897,221,.0786,2.66,.117,17.4,130,6,853,-0.33899999999999997,-0.00857,.0829,-.269,-0.363,0.139,-0.16899999999999998
41,1,Alabama,AL,4903185,2020,4,5,1840,45,13078,37.5,0.9179999999999999,267,.0935,2.94,.117,23.6,144,6,1155,-0.35100000000000003,-0.0157,.0543,-.283,-0.369,0.14300000000000002,-0.177
42,1,Alabama,AL,4903185,2020,4,6,2005,53,14765,40.9,1.08,301,.0978,3.08,.122,23.9,151,6,1173,-0.35700000000000004,-0.0157,.0443,-.289,-0.373,0.146,-0.18100000000000002
43,1,Alabama,AL,4903185,2020,4,7,2197,64,14916,44.8,1.31,304,1.27,3.49,.146,22.3,171,7,1091,-0.361,-0.0157,.0557,-.296,-0.376,0.147,-0.182
44,1,Alabama,AL,4903185,2020,4,8,2498,67,19122,50.9,1.37,390,.0716,4.05,.114,33.1,199,6,1621,-0.377,-0.0357,.0271,-.31,-0.381,0.151,-0.187
45,1,Alabama,AL,4903185,2020,4,9,2838,78,20827,57.9,1.59,425,.199,4.57,.134,35.2,224,7,1727,-0.381,-0.0457,.0171,-.319,-0.387,0.154,-0.19
46,1,Alabama,AL,4903185,2020,4,10,3008,80,21026,61.3,1.63,429,.854,4.29,.122,33.2,210,6,1630,-0.389,-0.0686,-.00143,-.33,-0.39899999999999997,0.16,-0.195
47,1,Alabama,AL,4903185,2020,4,11,3262,93,21249,66.5,1.9,433,1.14,4.75,.143,30.3,233,7,1485,-0.386,-0.0757,.00857,-.333,-0.40299999999999997,0.159,-0.193
48,1,Alabama,AL,4903185,2020,4,12,3583,93,21583,73.1,1.9,440,.961,5.08,.14,24.8,249,7,1215,-0.406,-0.11699999999999999,-.0614,-.349,-0.41600000000000004,0.16,-0.196
49,1,Alabama,AL,4903185,2020,4,13,3805,104,29182,77.6,2.12,595,.0292,5.24,.149,42,257,7,2060,-0.397,-0.11900000000000001,-.07,-.349,-0.41600000000000004,0.159,-0.19399999999999998
50,1,Alabama,AL,4903185,2020,4,14,3953,114,33117,80.6,2.33,675,.0376,5.12,.146,53,251,7,2600,-0.384,-0.114,-.0443,-.343,-0.413,0.156,-0.191
51,1,Alabama,AL,4903185,2020,4,15,4241,123,34077,86.5,2.51,695,.3,5.08,.163,43.6,249,8,2136,-0.36,-0.10400000000000001,-.0286,-.334,-0.409,0.153,-0.188
52,1,Alabama,AL,4903185,2020,4,16,4404,137,36391,89.8,2.79,742,.0704,4.56,.172,45.3,224,8,2223,-0.34700000000000003,-0.10300000000000001,-.0257,-.329,-0.40299999999999997,0.15,-0.185
53,1,Alabama,AL,4903185,2020,4,17,4572,151,37848,93.2,3.08,772,.115,4.56,.207,49,223,10,2403,-0.34,-0.109,-.00429,-.319,-0.391,0.146,-0.18100000000000002
54,1,Alabama,AL,4903185,2020,4,18,4723,147,42538,96.3,3.0,868,.0322,4.26,.157,62,209,8,3041,-0.331,-0.12,-.00286,-.306,-0.384,0.14400000000000002,-0.179
55,1,Alabama,AL,4903185,2020,4,19,4903,160,45712,100.0,3.26,932,.0567,3.85,.195,70.3,189,10,3447,-0.304,-0.0871,.00571,-.297,-0.373,0.14300000000000002,-0.17600000000000002
56,1,Alabama,AL,4903185,2020,4,20,5078,164,45900,104.0,3.34,936,.931,3.71,.175,48.7,182,9,2388,-0.293,-0.08,.0286,-.291,-0.37,0.141,-0.174
57,1,Alabama,AL,4903185,2020,4,21,5327,186,48526,109.0,3.79,990,.0948,4,.21,44.9,196,10,2201,-0.28300000000000003,-0.0743,.05,-.286,-0.36700000000000005,0.14,-0.17300000000000001
58,1,Alabama,AL,4903185,2020,4,22,5610,201,48760,114.0,4.1,994,1.21,3.99,.227,42.8,196,11,2098,-0.289,-0.0757,.0543,-.283,-0.36700000000000005,0.14,-0.17300000000000001
59,1,Alabama,AL,4903185,2020,4,23,5832,197,52641,119.0,4.02,1074,.0572,4.16,.175,47.3,204,9,2321,-0.301,-0.09,-1.06e-09,-.291,-0.371,0.146,-0.17800000000000002
60,1,Alabama,AL,4903185,2020,4,24,6026,209,52695,123.0,4.26,1075,3.59,4.24,.169,43.3,208,8,2121,-0.297,-0.0843,.00429,-.286,-0.37,0.14400000000000002,-0.177
61,1,Alabama,AL,4903185,2020,4,25,6213,213,71344,127.0,4.34,1455,.01,4.34,.192,83.9,213,9,4115,-0.294,-0.0814,.0114,-.281,-0.369,0.14400000000000002,-0.177
62,1,Alabama,AL,4903185,2020,4,26,6421,219,73551,131.0,4.47,1500,.0942,4.42,.172,81.1,217,8,3977,-0.273,-0.0571,.0957,-.259,-0.36,0.139,-0.165
63,1,Alabama,AL,4903185,2020,4,27,6539,228,73997,133.0,4.65,1509,.265,4.26,.186,81.9,209,9,4014,-0.26899999999999996,-0.0543,.106,-.253,-0.35700000000000004,0.139,-0.165
64,1,Alabama,AL,4903185,2020,4,28,6750,242,75827,138.0,4.94,1546,.115,4.15,.163,79.5,203,8,3900,-0.266,-0.0514,.111,-.249,-0.35600000000000004,0.129,-0.156
65,1,Alabama,AL,4903185,2020,4,29,6925,262,80449,141.0,5.34,1641,.0379,3.83,.178,92.3,188,9,4527,-0.264,-0.0529,.0771,-.251,-0.354,0.13,-0.157
66,1,Alabama,AL,4903185,2020,4,30,7068,272,87196,144.0,5.55,1778,.0212,3.6,.219,101,177,11,4936,-0.24,-0.03,.143,-.23,-0.34700000000000003,0.121,-0.14800000000000002
67,1,Alabama,AL,4903185,2020,5,1,7294,289,91933,149.0,5.89,1875,.0477,3.69,.233,114,181,11,5605,-0.226,-0.0157,.167,-.217,-0.34299999999999997,0.11699999999999999,-0.14400000000000002
68,1,Alabama,AL,4903185,2020,5,2,7611,288,92209,155.0,5.87,1881,1.15,4.07,.219,60.8,200,11,2981,-0.21100000000000002,-2.66e-10,.23,-.2,-0.33899999999999997,0.113,-0.13699999999999998
69,1,Alabama,AL,4903185,2020,5,3,7888,290,92500,161.0,5.91,1887,.952,4.27,.207,55.2,210,10,2707,-0.19699999999999998,0.0157,.283,-.184,-0.33299999999999996,0.11,-0.131
70,1,Alabama,AL,4903185,2020,5,4,8112,298,103117,165.0,6.08,2103,.0211,4.58,.204,84.8,225,10,4160,-0.184,0.03,.29,-.176,-0.327,0.106,-0.126
71,1,Alabama,AL,4903185,2020,5,5,8437,315,106766,172.0,6.42,2177,.0891,4.92,.213,90.1,241,10,4420,-0.171,0.0457,.281,-.167,-0.321,0.111,-0.132
72,1,Alabama,AL,4903185,2020,5,6,8691,343,109516,177.0,7.0,2234,.0924,5.15,.236,84.7,252,12,4152,-0.156,0.0629,.344,-.149,-0.314,0.106,-0.125
73,1,Alabama,AL,4903185,2020,5,7,9046,369,115173,184.0,7.53,2349,.0628,5.76,.283,81.5,283,14,3997,-0.151,0.07,.37,-.14,-0.31,0.10300000000000001,-0.122
74,1,Alabama,AL,4903185,2020,5,8,9385,383,120114,191.0,7.81,2450,.0686,6.09,.274,82.1,299,13,4026,-0.16,0.0629,.313,-.14,-0.309,0.106,-0.125
75,1,Alabama,AL,4903185,2020,5,9,9668,390,125494,197.0,7.95,2559,.0526,5.99,.297,97,294,15,4755,-0.151,0.08,.281,-.129,-0.306,0.10400000000000001,-0.12300000000000001
76,1,Alabama,AL,4903185,2020,5,10,9889,393,127421,202.0,8.02,2599,.115,5.83,.3,102,286,15,4989,-0.15,0.0929,.283,-.117,-0.3,0.10099999999999999,-0.11699999999999999
77,1,Alabama,AL,4903185,2020,5,11,10164,403,129444,207.0,8.22,2640,.136,5.98,.306,76.7,293,15,3761,-0.15,0.0857,.294,-.107,-0.297,0.1,-0.115
78,1,Alabama,AL,4903185,2020,5,12,10464,435,133218,213.0,8.87,2717,.0795,5.91,.35,77.1,290,17,3779,-0.146,0.0786,.311,-.1,-0.293,0.0986,-0.114
79,1,Alabama,AL,4903185,2020,5,13,10700,450,136372,218.0,9.18,2781,.0748,5.85,.312,78.2,287,15,3837,-0.13699999999999998,0.0743,.33,-.0957,-0.289,0.0957,-0.11
80,1,Alabama,AL,4903185,2020,5,14,11101,473,141985,226.0,9.65,2896,.0714,5.99,.303,78.1,294,15,3830,-0.13,0.07,.337,-.0943,-0.284,0.0943,-0.109
81,1,Alabama,AL,4903185,2020,5,15,11373,483,146063,232.0,9.85,2979,.0667,5.79,.291,75.6,284,14,3707,-0.11699999999999999,0.07,.404,-.0871,-0.28,0.0886,-0.10300000000000001
82,1,Alabama,AL,4903185,2020,5,16,11674,485,153494,238.0,9.89,3130,.0405,5.84,.277,81.6,287,14,4000,-0.11699999999999999,0.0529,.45,-.0886,-0.27399999999999997,0.0871,-0.10099999999999999
83,1,Alabama,AL,4903185,2020,5,17,11771,488,156350,240.0,9.95,3189,.034,5.48,.277,84.3,269,14,4133,-0.11599999999999999,0.0329,.417,-.0914,-0.271,0.09,-0.107
84,1,Alabama,AL,4903185,2020,5,18,12086,489,157123,246.0,9.97,3205,.408,5.6,.251,80.6,275,12,3954,-0.111,0.0329,.393,-.0971,-0.26899999999999996,0.09,-0.107
85,1,Alabama,AL,4903185,2020,5,19,12376,504,157566,252.0,10.3,3214,.655,5.57,.201,70.9,273,10,3478,-0.107,0.0357,.403,-.0986,-0.266,0.0886,-0.105
86,1,Alabama,AL,4903185,2020,5,20,13052,522,164450,266.0,10.6,3354,.0982,6.85,.21,81.8,336,10,4011,-0.10099999999999999,0.0386,.4,-.0929,-0.264,0.0871,-0.10400000000000001
87,1,Alabama,AL,4903185,2020,5,21,13414,529,170739,274.0,10.8,3482,.0576,6.74,.163,83.8,330,8,4108,-0.0943,0.0443,.403,-.0829,-0.263,0.0857,-0.102
88,1,Alabama,AL,4903185,2020,5,22,13670,541,177768,279.0,11.0,3626,.0364,6.69,.169,92.4,328,8,4529,-0.0914,0.0486,.394,-.07,-0.263,0.0857,-0.102
89,1,Alabama,AL,4903185,2020,5,23,14149,549,182676,289.0,11.2,3726,.0976,7.21,.186,85,354,9,4169,-0.09,0.0514,.39,-.06,-0.263,0.0857,-0.102
90,1,Alabama,AL,4903185,2020,5,24,14478,551,185799,295.0,11.2,3789,.105,7.89,.184,85.8,387,9,4207,-0.0829,0.0671,.474,-.0543,-0.263,0.0814,-0.0936
91,1,Alabama,AL,4903185,2020,5,25,14986,566,190315,306.0,11.5,3881,.112,8.45,.224,96.7,414,11,4742,-0.1,0.0657,.571,-.0586,-0.317,0.0914,-0.105
92,1,Alabama,AL,4903185,2020,5,26,15650,580,193759,319.0,11.8,3952,.193,9.54,.221,105,468,11,5170,-0.0914,0.0586,.426,-.0514,-0.266,0.0829,-0.095
93,1,Alabama,AL,4903185,2020,5,27,16032,583,195794,327.0,11.9,3993,.188,8.68,.178,91.3,426,9,4478,-0.10300000000000001,0.0486,.383,-.0571,-0.266,0.0857,-0.0982
94,1,Alabama,AL,4903185,2020,5,28,16530,591,200481,337.0,12.1,4089,.106,9.08,.181,86.7,445,9,4249,-0.10400000000000001,0.0457,.37,-.0571,-0.263,0.0857,-0.0982
95,1,Alabama,AL,4903185,2020,5,29,17031,610,208883,347.0,12.4,4260,.0596,9.79,.201,90.7,480,10,4445,-0.10099999999999999,0.0429,.377,-.06,-0.257,0.0843,-0.0968
96,1,Alabama,AL,4903185,2020,5,30,17359,618,212201,354.0,12.6,4328,.0989,9.35,.201,86,459,10,4218,-0.0971,0.0386,.387,-.0529,-0.24600000000000002,0.0829,-0.0943
97,1,Alabama,AL,4903185,2020,5,31,17952,630,217553,366.0,12.8,4437,.111,10.1,.23,92.5,496,11,4536,-0.0914,0.0314,.373,-.0371,-0.23600000000000002,0.0829,-0.0943
98,1,Alabama,AL,4903185,2020,6,1,18534,646,223523,378.0,13.2,4559,.0975,10.3,.233,96.8,507,11,4744,-0.0814,0.0414,.416,-.0214,-0.23399999999999999,0.08,-0.0909
99,1,Alabama,AL,4903185,2020,6,2,18771,653,223802,383.0,13.3,4564,.849,9.09,.213,87.5,446,10,4292,-0.07,0.0514,.466,-.0143,-0.23,0.0771,-0.0881
100,1,Alabama,AL,4903185,2020,6,3,18851,653,231594,384.0,13.3,4723,.0103,8.21,.204,104,403,10,5114,-0.0557,0.0643,.509,-.00429,-0.22699999999999998,0.0729,-0.0833
101,1,Alabama,AL,4903185,2020,6,4,19072,653,235299,389.0,13.3,4799,.0596,7.41,.181,101,363,9,4974,-0.0557,0.0657,.514,-.00429,-0.226,0.0714,-0.0819
102,1,Alabama,AL,4903185,2020,6,5,19387,676,239473,395.0,13.8,4884,.0755,6.86,.192,89.1,337,9,4370,-0.0571,0.0657,.509,-.00429,-0.226,0.0714,-0.0819
103,1,Alabama,AL,4903185,2020,6,6,20043,689,245644,409.0,14.1,5010,.106,7.82,.207,97.4,383,10,4778,-0.0571,0.0671,.48,-.00571,-0.23,0.0714,-0.0819
104,1,Alabama,AL,4903185,2020,6,7,20500,692,259566,418.0,14.1,5294,.0328,7.42,.181,122,364,9,6002,-0.0657,0.0586,.419,-.02,-0.23399999999999999,0.0743,-0.0877
105,1,Alabama,AL,4903185,2020,6,8,20925,718,259991,427.0,14.6,5302,1,6.97,.21,106,342,10,5210,-0.0786,0.0457,.367,-.0329,-0.23399999999999999,0.0771,-0.0911
106,1,Alabama,AL,4903185,2020,6,9,21422,729,267739,437.0,14.9,5461,.0641,7.72,.221,128,379,11,6277,-0.0843,0.0371,.329,-.0386,-0.23399999999999999,0.0786,-0.0925
107,1,Alabama,AL,4903185,2020,6,10,21989,744,273057,448.0,15.2,5569,.107,9.14,.265,121,448,13,5923,-0.0871,0.0329,.327,-.04,-0.233,0.0786,-0.0925
108,1,Alabama,AL,4903185,2020,6,11,22845,755,278826,466.0,15.4,5687,.148,11,.297,127,539,15,6218,-0.0829,0.0314,.363,-.0314,-0.231,0.0771,-0.091
109,1,Alabama,AL,4903185,2020,6,12,23710,769,286385,484.0,15.7,5841,.114,12.6,.271,137,618,13,6702,-0.0786,0.0329,.406,-.0229,-0.23,0.0743,-0.0883
110,1,Alabama,AL,4903185,2020,6,13,24601,773,293252,502.0,15.8,5981,.13,13.3,.245,139,651,12,6801,-0.0757,0.0329,.459,-.00714,-0.226,0.0729,-0.0858
111,1,Alabama,AL,4903185,2020,6,14,25615,773,297455,522.0,15.8,6067,.241,14.9,.236,110,731,12,5413,-0.0657,0.0414,.514,.0171,-0.221,0.0686,-0.0771
112,1,Alabama,AL,4903185,2020,6,15,26272,774,302674,536.0,15.8,6173,.126,15.6,.163,124,764,8,6098,-0.0557,0.0486,.587,.0329,-0.22,0.0643,-0.07200000000000001
113,1,Alabama,AL,4903185,2020,6,16,26912,785,305424,549.0,16.0,6229,.233,16,.163,110,784,8,5384,-0.0486,0.0557,.66,.0429,-0.21899999999999997,0.0614,-0.0692
114,1,Alabama,AL,4903185,2020,6,17,27312,790,310723,557.0,16.1,6337,.0755,15.5,.134,110,760,7,5381,-0.0457,0.0571,.696,.0471,-0.22,0.06,-0.0676
115,1,Alabama,AL,4903185,2020,6,18,28206,810,322534,575.0,16.5,6578,.0757,15.6,.16,127,766,8,6244,-0.0471,0.0557,.693,.0486,-0.221,0.06,-0.0676
116,1,Alabama,AL,4903185,2020,6,19,29002,822,331325,591.0,16.8,6757,.0905,15.4,.154,131,756,8,6420,-0.0457,0.0586,.694,.0529,-0.22399999999999998,0.0571,-0.0648
117,1,Alabama,AL,4903185,2020,6,20,29549,838,339523,603.0,17.1,6925,.0667,14.4,.189,135,707,9,6610,-0.0414,0.0671,.696,.0557,-0.226,0.0557,-0.0623
118,1,Alabama,AL,4903185,2020,6,21,30021,839,344678,612.0,17.1,7030,.0916,12.8,.192,138,629,9,6746,-0.0443,0.07,.671,.0529,-0.22699999999999998,0.0557,-0.0623
119,1,Alabama,AL,4903185,2020,6,22,30454,841,349110,621.0,17.2,7120,.0977,12.2,.195,135,597,10,6634,-0.0514,0.0629,.627,.0543,-0.231,0.0586,-0.0657
120,1,Alabama,AL,4903185,2020,6,23,31097,864,354038,634.0,17.6,7221,.13,12.2,.23,142,598,11,6945,-0.0571,0.0571,.583,.0514,-0.23600000000000002,0.06,-0.0671
121,1,Alabama,AL,4903185,2020,6,24,32064,891,358759,654.0,18.2,7317,.205,13.8,.294,140,679,14,6862,-0.0629,0.05,.526,.05,-0.237,0.0629,-0.0703
122,1,Alabama,AL,4903185,2020,6,25,33206,896,369458,677.0,18.3,7535,.107,14.6,.251,137,714,12,6703,-0.0657,0.0471,.497,.0471,-0.239,0.0643,-0.0717
123,1,Alabama,AL,4903185,2020,6,26,34183,907,378323,697.0,18.5,7716,.11,15.1,.248,137,740,12,6714,-0.07,0.0386,.453,.0443,-0.239,0.0686,-0.0759
124,1,Alabama,AL,4903185,2020,6,27,35083,919,384026,716.0,18.7,7832,.158,16.1,.236,130,791,12,6358,-0.0771,0.0229,.404,.0429,-0.239,0.0714,-0.0809
125,1,Alabama,AL,4903185,2020,6,28,35441,919,386280,723.0,18.7,7878,.159,15.8,.233,121,774,11,5943,-0.0771,0.0143,.404,.0471,-0.23600000000000002,0.0729,-0.0838
126,1,Alabama,AL,4903185,2020,6,29,37175,929,393293,758.0,18.9,8021,.247,19.6,.256,129,960,13,6312,-0.0729,0.0157,.421,.0471,-0.23399999999999999,0.0714,-0.0821
127,1,Alabama,AL,4903185,2020,6,30,38045,950,406652,776.0,19.4,8294,.0651,20.2,.251,153,993,12,7516,-0.0657,0.0171,.429,.05,-0.23399999999999999,0.0714,-0.0821
128,1,Alabama,AL,4903185,2020,7,1,38962,972,413953,795.0,19.8,8443,.126,20.1,.236,161,985,12,7885,-0.0557,0.0271,.439,.0571,-0.239,0.07,-0.0805
129,1,Alabama,AL,4903185,2020,7,2,40111,985,419728,818.0,20.1,8560,.199,20.1,.259,146,986,13,7181,-0.0386,0.0471,.461,.0729,-0.247,0.0686,-0.0791
130,1,Alabama,AL,4903185,2020,7,3,41865,1006,430631,854.0,20.5,8783,.161,22.4,.288,152,1097,14,7473,-0.03,0.0743,.511,.07,-0.284,0.0757,-0.086
131,1,Alabama,AL,4903185,2020,7,4,42862,1007,442088,874.0,20.5,9016,.087,22.7,.256,169,1111,13,8295,-0.0729,0.0429,.486,.0329,-0.27699999999999997,0.07,-0.0816
132,1,Alabama,AL,4903185,2020,7,5,43953,1007,449886,896.0,20.5,9175,.14,24.8,.256,185,1216,13,9087,-0.05,0.0357,.444,.0729,-0.259,0.07,-0.08199999999999999
133,1,Alabama,AL,4903185,2020,7,6,44878,1007,455095,915.0,20.5,9282,.178,22.4,.227,180,1100,11,8829,-0.0386,0.0514,.459,.0786,-0.254,0.07,-0.0808
134,1,Alabama,AL,4903185,2020,7,7,45785,1033,461364,934.0,21.1,9409,.145,22.6,.242,159,1106,12,7816,-0.0457,0.05,.451,.0771,-0.257,0.07,-0.0808
135,1,Alabama,AL,4903185,2020,7,8,46962,1058,468292,958.0,21.6,9551,.17,23.3,.251,158,1143,12,7763,-0.0557,0.0414,.459,.0714,-0.256,0.07,-0.0808
136,1,Alabama,AL,4903185,2020,7,9,49174,1068,470504,1003.0,21.8,9596,1,26.4,.242,148,1295,12,7254,-0.0729,0.0214,.443,.0571,-0.25,0.0714,-0.0822
137,1,Alabama,AL,4903185,2020,7,10,50508,1104,492216,1030.0,22.5,10039,.0614,25.2,.286,179,1235,14,8798,-0.0743,0.0229,.449,.0529,-0.253,0.0714,-0.0822
138,1,Alabama,AL,4903185,2020,7,11,51947,1114,502020,1059.0,22.7,10239,.147,26.5,.312,175,1298,15,8562,-0.0743,0.0257,.464,.05,-0.254,0.0714,-0.0822
139,1,Alabama,AL,4903185,2020,7,12,53587,1121,511506,1093.0,22.9,10432,.173,28.1,.332,180,1376,16,8803,-0.0829,0.0186,.423,.0414,-0.261,0.0743,-0.08800000000000001
140,1,Alabama,AL,4903185,2020,7,13,55545,1124,519604,1133.0,22.9,10597,.242,31.1,.341,188,1524,17,9216,-0.0843,0.0157,.424,.0329,-0.256,0.0729,-0.0863
